Indicator,Assigned_SDG_Class,11.1.1 Proportion of urban population living in slums informal settlements or inadequate housing. 11.1 By 2030 ensure access for all to adequate  safe and affordable housing and basic services and upgrade slums,11.2.1 Proportion of population that has convenient access to public transport by sex age and persons with disabilities. 11.2 By 2030 provide access to safe affordable accessible and sustainable transport systems for all improving road safety notably by expanding public transport with special attention to the needs of those in vulnerable situations women children persons with disabilities and older persons,11.3.1 Ratio of land consumption rate to population growth rate. 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,11.4.1 Total per capita expenditure on the preservation protection and conservation of all cultural and natural heritage by source of funding (public private) type of heritage (cultural natural) and level of government (national regional and local/ municipal) 11.4 Strengthen efforts to protect and safeguard the world's cultural and natural heritage,11.5.1 Number of deaths missing persons and directly affected persons attributed to disasters per 100 000 population. 11.5 By 2030 significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters including water-related disasters with a focus on protecting the poor and people in vulnerable situations,11.5.2 Direct economic loss attributed to disasters in relation to global gross domestic product (GDP) 11.5 By 2030 significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters including water-related disasters with a focus on protecting the poor and people in vulnerable situations,11.5.3 Damage to critical infrastructure and (b) number of disruptions to basic services attributed to disasters 11.5 By 2030 significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters including water-related disasters with a focus on protecting the poor and people in vulnerable situations,11.6.1 Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated by cities. 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,11.6.2 Annual mean levels of fine particulate matter (e.g. PM₂.₅ and PM₁₀) in cities (population weighted) 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,"11.7.2 Proportion of persons victim of non-sexual or sexual harassment by sex age disability status and place of occurrence in the previous 12 months ""11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities","11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",11.b.1 Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030 11.b By 2020 substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion resource efficiency mitigation and adaptation to climate change resilience to disasters and develop and implement in line with the Sendai Framework for Disaster Risk Reduction 2015-2030 holistic disaster risk management at all levels,11.b.2 Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies 11.b By 2020 substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion resource efficiency mitigation and adaptation to climate change resilience to disasters and develop and implement in line with the Sendai Framework for Disaster Risk Reduction 2015-2030 holistic disaster risk management at all levels,11.c.1 Currently  there is no indicator available for this target. 11.c Support least developed countries including through financial and technical assistance in building sustainable and resilient buildings utilizing local materials
community awareness and education on circular practices,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,-0.0006540742477650042,-0.06051587167786194,-0.03783127214353706,-0.0008106742286151159,0.03626275947620644,0.0024525465824321094,-0.009352704920771152,-0.0005563827453618738,0.01814239337119852,0.010025794863754843,0.034863281593222335,0.03441915999229581,-0.04024894858707674,-0.011229076603503129,-0.012521986830690683,-0.007769808609569129
Percentage of Space for Ecosystems (Urban Farming) in Spatial Planning,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.017887868666916155,-0.01410937444851558,0.18336070953189001,0.37698042277596855,0.020056052010402912,-0.007747794455694409,-0.005070051689061869,-0.01048830308795505,0.02444389279374282,-0.010938659975342224,0.22771438719690232,0.01613576730366485,0.20026324603464452,-0.016995941175732998,-0.015726191563294706,0.0036852952157798596
Urban Regeneration and Land Use Efficiency,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.1673662893105003,0.042444398677261894,0.12245004168864299,0.11443556492817046,-0.05845870852474279,-0.004372214095040627,0.05019708658175155,-0.0028142209356712277,0.12994240758867456,-0.04267138994530979,0.12467311642199926,0.029635180444702848,0.22332696696854662,0.12818961346645383,0.12111961503030302,-0.010044285697103453
"Close Linkage to Use of Resources (e.g., Built Environment and Infrastructures)",11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,-0.030299211447376385,0.047542072374251114,0.0006220055702235273,0.018606101396677323,0.29182740822055037,0.10025445549195143,0.09856891837946871,0.08628655480920475,-0.02563328835593711,-0.01820273280503682,0.09912136012180225,-0.00742378189223484,-0.023498131756791715,0.03136732435470604,0.02407476312528852,0.021528194337206027
Number of Projects/Solutions that Reduce Material Consumption and Improve Sustainability,11.3.1 Ratio of land consumption rate to population growth rate. 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.008762464576833016,0.02193542417299947,0.18754185684271674,0.040614621212897495,-0.011876179037638268,0.5076188992760438,0.39594640682900456,0.47433136243889806,0.12109539923993817,0.13723373982025905,-0.00146744640890549,-0.0003903060923085011,0.08924098418985749,0.14922397775698548,0.04641673032853669,0.03993387906413494
Resource Sufficiency and Conservation Efforts,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.02511267561013724,0.0009077936487945031,0.041923175753571795,0.04304386797208095,0.4738424620794575,-0.007395515725902775,0.0021100940354695555,0.0027975178748997852,-0.059988421993615794,-0.004153347892686771,-0.015759671037286208,-0.0033471868315508536,0.05714452735393552,0.12416222603253367,0.10742201597757205,0.019265571613762904
Access to Affordable Housing,11.6.2 Annual mean levels of fine particulate matter (e.g. PM₂.₅ and PM₁₀) in cities (population weighted) 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,0.780933328707615,0.4634128764822315,0.0013152004232939876,0.004103051958047338,0.00019841554352466548,0.005951790267943305,0.00382750973687746,0.00558715597166549,-0.012725453168060395,-0.013498961850999015,0.2423468806770986,0.33315321581444224,-5.30467294113731e-06,0.006117618656448695,0.003923219760554059,-0.00315611250507141
Housing Deficiency,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.5322210329579332,0.09563288153182167,-0.011380950424176276,-0.007404059223372275,-0.015091478226201457,0.0002250581973309779,-0.00011461842878461001,0.0010679593667284953,0.0075151940992433785,-3.422876453243858e-05,0.028661958091290133,0.04224302423127575,0.024910001391184104,0.01231379181820813,0.008518817786808333,-0.0013636648911786336
Percentage of Inhabitants,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.004112843218678667,0.04046908480971819,0.025692597650288893,0.03985306370398468,-0.06674679592799425,-0.03383269020438784,-0.03048096451337976,-0.02605386458468956,-0.010159462704153613,0.013909305941329622,-0.045097551777937776,-0.019459174451202585,-0.027978381008155535,-0.02578185068105329,-0.02666732084978427,0.02736213983510592
Building Footprint,11.c.1 Currently  there is no indicator available for this target. 11.c Support least developed countries including through financial and technical assistance in building sustainable and resilient buildings utilizing local materials,0.01749993231093858,-0.0024899481316995927,-0.017485656994480323,0.018496171121070687,-0.026531117626574823,7.777203882442161e-05,-0.002060958564270456,0.0046129034444969425,0.036562893398103,0.08149693141667771,0.06568839423432322,0.012858889028285714,0.0039104676085363835,0.024560502755096175,0.018712067227032156,0.3174363845256778
Co-building; Cohousing & Cooperative Housing,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.5026144252783511,0.06995619688276951,0.010107751867886719,0.0009897476882459344,0.003927520354016647,-0.006978469012541591,-0.001647227838943691,-0.006395985868581298,0.00940616967410205,0.025524184787037975,0.004188159721748819,0.006525392421924393,-0.005102282999927498,-0.014368814472756416,-0.012536745510884231,0.008344426424059094
Lifecycle of the Building,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.0021469382155427062,0.011351797152329554,0.04303292303370441,0.04299804918034868,0.029733961298659357,-0.036711319936972235,-0.014233565460719194,-0.03077597428451529,0.006003269063742573,-0.041659631457950916,-0.0424718484469641,-0.013202590989909094,0.003997198520609573,-0.03343889508383374,-0.02047474369765722,0.43791974360386454
Production of Public Spaces as Places:,11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,-0.012882300506934726,0.35628400493669404,0.05398890100216233,0.057817093009191085,0.007714006072625986,0.03288114165061468,0.031053654457334712,0.033144955408299606,-0.02134066561318314,-0.008020888355354682,0.5190044883301865,0.4855695629610038,0.05611923226008535,0.02962392911130946,0.019543965779033938,0.07301624330701263
Activation of Vacant and Unused Spaces,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.022912569092467926,-0.05413283405196511,0.04713040842215649,0.009302056089877848,0.0369166489957066,0.07150381621119777,0.060462145721307085,0.07831042726280138,-0.03233443092461163,-0.021583427983356725,0.2260224558973722,0.3269473888649818,-0.05953706631044736,-0.03839939278785691,-0.04880596068487455,-0.012747767598324994
Healthy and Comfortable Spaces,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.0151171897976648,-0.07199926781942165,-0.09482405053973073,-0.0516499507827848,-0.0056374674950454215,-0.005449476135778839,-0.01686137364472955,-0.003864069211118931,0.0035159737388082307,-0.057784831656532976,0.2616546818938622,0.3654037336223702,-0.022785861886943804,0.014627242647245083,0.00513543587942565,0.015820084016646873
Quality of Public Spaces in Terms of Attractiveness,11.6.2 Annual mean levels of fine particulate matter (e.g. PM₂.₅ and PM₁₀) in cities (population weighted) 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,-0.010197905837775448,0.32186038215200985,-0.059863107053412336,-0.058923609780762956,-0.009755561392021118,-0.01608329156451997,-0.011622921499753925,-0.013988348636471597,0.17315434218340914,0.2589432942303009,0.5069236299283467,0.47462072584742393,0.04428654394056417,-0.018864112834239385,-0.015339822118182201,0.013019057830241128
"Sustainable Urban Design Promoting Renewable Energy, Green Spaces, and Pedestrian-Friendly Streets","11.7.2 Proportion of persons victim of non-sexual or sexual harassment by sex age disability status and place of occurrence in the previous 12 months ""11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities",0.14017155966505215,0.07757676769390946,0.32924054715108847,0.39443993766358293,-0.07296990800707903,-0.024834095419501722,-0.03278658989346215,-0.014682123011953272,0.15220515968460643,0.005012462778232767,0.10994759166098718,0.14209470088251128,0.15782398718266477,0.02790918048878401,0.0239177360353669,0.17361166264688468
Built Flexible Environments and Smart Building Sustainable Technologies,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,-0.020627499697212958,0.08097994674648394,0.26383367263900276,0.22849610477260185,0.0727815191572098,-0.00656032430055961,-0.007354245215080575,-0.007969004415706813,-0.018332354532330546,-0.03950153317583626,-0.032460059734943286,-0.017197148462623407,-0.01834222058280791,-0.00012357841511549946,0.007237023004905263,0.38406747976509403
Urbanization Process Pattern,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.013946315655338392,0.019511306712215758,0.19193962031271491,0.17625164575728078,0.013662415089989024,-0.005364591824933065,-0.005059226687628147,-0.001542487902380767,0.010836672440429055,0.015930768357678062,0.0009843474587546384,0.004885104047880254,0.005207507283303323,0.002266773230303556,-0.00071668846541041,0.002948372490154658
Health Urban Ecology,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.2561387794529888,-0.01667462730395567,0.11006430307458229,0.22259338423884292,-0.03146914985871596,-0.011475735738629908,-0.041104343474348895,-0.0017123117360271986,0.2851596226463296,-0.052761195818790456,-0.08522068454394616,-0.10749443490170685,0.33917510648457416,0.03340262590916989,0.01999416540062142,0.004801083290845757
Regenerate and Renovate Existing Structures and Spaces,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.01321414816288385,-0.00952873519954751,0.016469416022190212,0.013863267790979994,-0.00659248163730305,-0.06715120098058908,-0.06778796886898815,-0.08017716152945267,0.0010021752201079428,-0.04263444793758468,0.16552106142339149,0.22319594368023155,0.07361186475093764,-0.001649992014404583,0.016488368496969424,0.04398016594284334
Number of Buildings and Spaces Reused for New Functions,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.002855367146593987,-0.014269659145160549,-0.0211891913396953,-0.03457645058000959,-0.0012533021066980887,0.4829535997737746,0.3599688874103055,0.4357226232400194,0.05202102441698105,0.07193958884294854,0.15746805706847597,0.2210467695417498,0.10728888301108552,0.17276678479670815,0.05960246633791553,0.20109321812838313
Recovery of Abandoned Areas and Adaptation of Existing Infrastructure,"11.7.2 Proportion of persons victim of non-sexual or sexual harassment by sex age disability status and place of occurrence in the previous 12 months ""11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities",0.0020881819602567575,0.01768193213340159,0.0058634594040203195,0.05136790923476982,0.021124893899558753,-0.02383031926568993,-0.012722293286549249,0.11495355305062892,0.02989595816312003,0.021505113765610703,-0.0200770729811047,-0.011277777892766324,0.10425218598996173,0.11276745543355104,0.11014438109701502,-0.022605005436184156
Control Ecological Footprint of Cities,11.c.1 Currently  there is no indicator available for this target. 11.c Support least developed countries including through financial and technical assistance in building sustainable and resilient buildings utilizing local materials,-0.01580985390109651,-0.019246821461262158,-0.03351952716288369,0.11483591499010462,0.007505247769481897,0.010735251353798646,0.007598978835775254,0.0028154933750523348,0.10655544953476898,0.43130926143170334,0.15632957578573062,-0.0033485807575481946,-0.006538594215840147,0.08423657334358224,0.07210835567059254,0.030798505417592315
Percentage of Space for (Peri) Urban Farming in Spatial Planning,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.10912582481906516,-0.01264912435295226,0.19711233979282508,0.4457505171939216,0.020336219538802935,0.004837267407696946,0.002052123030580092,-0.0008324751620133695,0.13701597832683013,-0.0034298075123771463,0.21697317299560503,0.01580808093638371,0.30585160592226684,0.0122771978388343,0.00867630804835355,-0.003242838175216645
Food Security Measures and Strategies,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.019501847018643326,-0.011709739924900276,0.002249608140929619,-0.010959544933029471,0.01578143869387914,0.023700853119164336,0.028973561176423628,0.01534589688638584,-0.00335741907231195,-0.014469747529621583,-0.00970851358444876,-0.014529551246250876,0.01522810633797661,0.14046165335670055,0.24821895135213615,-0.011345770333465472
Green Growth Indicators,"11.7.2 Proportion of persons victim of non-sexual or sexual harassment by sex age disability status and place of occurrence in the previous 12 months ""11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities",0.006055173015883516,-0.03274186874879986,0.16894867209571354,-0.03752417661441632,0.05710602283838113,0.008798390191784867,0.06423067259901741,0.008772432175993434,-0.02223229691014422,-0.03706618270092192,0.18616521007530074,0.24637075065050978,-0.01422220926979517,-0.024801183452516657,-0.0168692253771107,0.020253385388246323
Local Self-Sufficiency,11.b.2 Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies 11.b By 2020 substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion resource efficiency mitigation and adaptation to climate change resilience to disasters and develop and implement in line with the Sendai Framework for Disaster Risk Reduction 2015-2030 holistic disaster risk management at all levels,0.00019906539146953117,-0.004449910809889549,0.0042060962210852156,-0.0389911372143447,-0.02520539736134624,0.02227890682987591,0.06146854845839257,0.01988341767940382,-0.008354187147225953,0.011248545143546984,0.0036619182190025874,0.006055843210680607,0.28672716015426214,0.0038806100848605505,0.3546246912846667,0.3903824147819011
Green Infrastructure,"11.7.2 Proportion of persons victim of non-sexual or sexual harassment by sex age disability status and place of occurrence in the previous 12 months ""11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities",0.0032843075214579456,-0.001762581053334673,0.007118038291787943,-0.025171847031316467,-0.00826055605534065,-0.006098358672954523,-0.011033472392944423,0.20435825493875856,-0.004327525600387583,-0.01251348924674109,0.23214201793931802,0.2990501168328571,0.009384230513125322,-0.003466034661281265,0.0012983641231745927,0.016631348457827606
"Number of Urban Farms, Rooftop Gardens, Community Gardens, and Farmers' Markets","11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.14611641224376085,0.0016130980398614526,-0.023032384272904154,0.15017618071243055,0.12671798458549133,0.6604179821351422,0.5195114686372334,0.6057981626562381,0.2338029238324967,0.07633492126359435,0.0011890811588074032,0.006252145933639121,0.2884347094291202,0.18749199682450984,0.07342282244689671,0.03227206117580507
Parks and Accessible Pathways,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.008907661406409903,0.1620229749599108,9.218384985177544e-05,-0.011629333195909365,0.016617181648729808,0.022128996773005807,-0.0025352966847517,0.0233969050809372,-0.019466807262504326,-0.019053409612771584,0.2077564701607525,0.2914016174335149,-0.017312835510975223,-0.01283381005531963,-0.012836527783229428,-0.01128086084289031
Enhancing Urban Green Spaces,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.16116961014854647,-0.025785838972772705,-0.006260707461717164,0.11228138748699136,0.008090783214293561,-0.010100710372207793,-0.01965358889336797,-0.00963804217387012,0.2153353117379716,-0.007599069809953466,0.33075348117338826,0.42781820675536497,0.19763001111083525,0.01296634790553552,0.024247519102583236,0.015985070099421673
Percentage of Green Spaces Buildings,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.011578908597938191,0.01458700566029788,0.004931153393681733,0.024315645119820577,-0.017255404772754397,0.05485477496522509,0.033033630344666214,0.05765187782113026,0.003183776633849002,0.02099812114116313,0.34484878081190545,0.43679360853974336,0.03325942334562204,0.03115473254975028,0.015809476892336374,0.18908319469828166
Use of Recycled and Reusable Materials in Construction,11.c.1 Currently  there is no indicator available for this target. 11.c Support least developed countries including through financial and technical assistance in building sustainable and resilient buildings utilizing local materials,-0.014440692608235906,-0.015565053591598302,-0.005539483921253121,-0.0049527764265552285,-0.010307025220072182,-0.008834145456206314,-0.008650792381154078,-0.010407888118257602,-0.022363089072156457,0.0033360978821336683,0.08703511214756499,-0.00526823016330829,0.011810562303763702,0.004159963534824527,0.0055696501022136444,0.16450101033732178
Integration of Nature-Based Solutions,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.015406319433000179,-0.00745588058850763,0.01647820109055389,0.015772837605433385,-0.010379687142176254,0.14109614355147138,0.10614865047243821,0.12872716559194686,0.02910024579467818,0.06273108981835317,-0.001960180941379116,-0.005398810277842964,0.07953912427658578,0.16274418871094218,0.1234733847324712,0.2763369042620717
Biodiversity Diversification,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.008587445580860944,0.009966860687978057,0.0375631064272577,0.030116531718539313,-0.01892127079380567,-0.03649541869650852,-0.018020810115211113,-0.03844696776909379,0.006483507397070558,-0.04395698119272492,0.011382468981737576,0.018156059999508985,-0.025215495391810578,-0.0019464595006077336,0.001975998673764597,-0.0019324239706711966
Strategies for Enhancing Urban Green Coverage and Ecosystem Connectivity,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.17914606846321338,-0.04989104750727887,0.026602734203704743,0.1216595263067442,0.009215444474684743,-0.0736607675099416,-0.06898895766211918,-0.04617807001521492,0.1770581955379392,-0.014320723354957477,0.11423222899935506,0.16171386493345993,0.15279777626602356,0.049135251316914694,0.14026955095276397,-0.012656723532133147
Evaluate Pattern of Forests and Wetlands,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.034311513159726026,-0.0285114662247311,0.07913352404667148,0.0738257742273164,-0.07508930685719424,0.03339336791653515,0.03259615886524755,0.025036887054802608,-0.0089709410339515,-0.021523029018804003,0.023262240779682076,0.019429691430776462,0.013329824299111594,0.0010929195062681072,-8.191037331553054e-05,0.0010459616167787583
Public Transport Usage and Electrical Energy Use in Transportation,11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,0.02119046752711692,0.5087626863662369,-0.06106814126911825,-0.03625789771802047,-0.04092756905435463,-0.017725133814993646,-0.0015436688162006609,-0.000946633146868937,-0.0025708000992035558,-0.003088872059688257,0.43430837183560744,0.23322791042236404,0.015609155144362018,-0.026747723225048647,-0.019867060780036434,-0.03478629689893389
"Transportation Modes such as Public Transit, Biking, and Walking",11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,-0.0014323187729293682,0.3889212766027558,-0.0013002940965815793,-0.018800981521763276,-0.010729177249445424,-0.04271098444799745,-0.03708945335879895,-0.04396186823280998,-0.012970611915232301,-0.01139813892920533,0.32841580638840345,0.2015477042079385,0.017588650062992386,-0.023436597747930832,-0.013482361964100157,-0.004612325788851302
Reduction of Reliance on Single-Occupancy Vehicles and Enhancing Urban Mobility,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.14082112803056784,-0.021796173204884497,-0.005766043018637699,0.11790621209635693,0.007241323134938957,-0.026278965176437144,-0.02060525703281964,-0.03372669625716475,0.18604803279067028,0.005574519588629358,0.006016913982770183,0.02046142830095025,0.1819247992124385,0.16898270455143494,0.1582523600697257,-0.015913458024620374
Development of Local Networks and ICT Infrastructure: ,11.b.2 Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies 11.b By 2020 substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion resource efficiency mitigation and adaptation to climate change resilience to disasters and develop and implement in line with the Sendai Framework for Disaster Risk Reduction 2015-2030 holistic disaster risk management at all levels,0.0012401955502976364,-0.02184776534115957,-0.023511925039280065,-0.04416592227591969,0.059959311167244685,0.005611189945444948,0.02733769340684324,0.0050690927299771,-0.00467461516485393,-0.07260377104795837,0.00814551675621295,0.00043441247746725005,0.49518716538392504,-0.06120443540681962,0.13024533339395092,0.18665622100171803
Public Transport Links and Accessibility to Public Services,11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,0.210794700209055,0.6313715761396183,0.008130696282865458,0.029095843204465784,-0.009813337561495421,0.004403255425823408,0.007833378620503382,0.12547517738065034,0.010479839578340854,0.013601170016221709,0.4965927328538309,0.35397127018543867,0.0721810396621854,0.010859777431281957,0.011862985969530141,-0.007741234284170095
Percentage of Road Network Dedicated to Pedestrian Use,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.004730325689110695,0.113045023759743,0.015629740575013637,0.0019994792319878215,-0.010623506668874105,-0.0609095695494736,-0.05523430773383215,-0.05927710803350208,-0.02633070187031342,-0.0009132050871028301,0.10941802353021975,0.04945156980191227,-0.011743058184137074,-0.0300756260638621,-0.030435354306544916,0.012702172945636485
